경기도, 오산시, 31140, 50.8, 224585
경기도, 시흥시, 31150, 52.5, 496278
경기도, 군포시, 31160, 52.3, 258401
경기도, 의왕시, 31170, 51.5, 157278
경기도, 하남시, 31180, 51.5, 300065
경기도, 용인시 처인구, 31191, 51.3, 252954
경기도, 용인시 기흥구, 31192, 52.3, 425383
경기도, 용인시 수지구, 31193, 51.3, 355858
경기도, 파주시, 31200, 52.5, 455993
경기도, 이천시, 31210, 51.3, 217495
경기도, 안성시, 31220, 52, 184629
경기도, 김포시, 31230, 52.3, 462453
경기도, 화성시, 31240, 52.8, 847584
경기도, 광주시, 31250, 52.1, 368977
경기도, 양주시, 31260, 52.8, 227964
경기도, 포천시, 31270, 51.3, 139583
경기도, 여주시, 31280, 51.3, 107614
경기도, 연천군, 31550, 51.5, 39768
경기도, 가평군, 31570, 52, 57716
경기도, 양평군, 31580, 51.3, 112546
강원도, 춘천시, 32010, 52.5, 279270
강원도, 원주시, 32020, 51.8, 349549
강원도, 강릉시, 32030, 52.3, 211648
강원도, 동해시, 32040, 50.6, 85381
강원도, 태백시, 32050, 49.5, 39657
강원도, 속초시, 32060, 51, 78398
강원도, 삼척시, 32070, 50.3, 63136
강원도, 홍천군, 32510, 51.8, 63705
강원도, 횡성군, 32520, 51.3, 43486
강원도, 영월군, 32530, 51, 35101
강원도, 평창군, 32540, 51.3, 37643
강원도, 정선군, 32550, 51, 33165
강원도, 철원군, 32560, 51.1, 39669
강원도, 화천군, 32570, 50.8, 21724
강원도, 양구군, 32580, 50.5, 20081
강원도, 인제군, 32590, 50.8, 29110
강원도, 고성군, 32600, 51.3, 24679
강원도, 양양군, 32610, 50.8, 26027
충청북도, 충주시, 33020, 51.8, 206884
충청북도, 제천시, 33030, 51.8, 130706
충청북도, 청주시 상당구, 33041, 51.5, 186330
충청북도, 청주시 서원구, 33042, 51.5, 189262
충청북도, 청주시 흥덕구, 33043, 50.5, 263201
충청북도, 청주시 청원구, 33044, 51.8, 191136
충청북도, 보은군, 33520, 51, 30043
충청북도, 옥천군, 33530, 50.6, 47257
충청북도, 영동군, 33540, 50.5, 44215
충청북도, 진천군, 33550, 50.8, 81821
충청북도, 괴산군, 33560, 51.6, 36116
충청북도, 음성군, 33570, 51.5, 87360
충청북도, 단양군, 33580, 50.5, 26541
충청북도, 증평군, 33590, 49.3, 35148
충청남도, 천안시 동남구, 34011, 51.5, 256298
충청남도, 천안시 서북구, 34012, 51.5, 393843
충청남도, 공주시, 34020, 51.5, 103520
충청남도, 보령시, 34030, 51.6, 92754
충청남도, 아산시, 34040, 51.8, 318130
충청남도, 서산시, 34050, 51.5, 170129
충청남도, 논산시, 34060, 52.3, 111058
충청남도, 계룡시, 34070, 49.3, 40614
충청남도, 당진시, 34080, 51.8, 160409
충청남도, 금산군, 34510, 50.8, 49371
충청남도, 부여군, 34530, 51.8, 60439
충청남도, 서천군, 34540, 50.8, 48008
충청남도, 청양군, 34550, 51.1, 29048
충청남도, 홍성군, 34560, 52, 97585
충청남도, 예산군, 34570, 51.1, 73004
충청남도, 태안군, 34580, 51, 58032
전라북도, 전주시 완산구, 35011, 52.3, 334061
전라북도, 전주시 덕진구, 35012, 51.5, 319542
전라북도, 군산시, 35020, 52.6, 257808
전라북도, 익산시, 35030, 52, 271821
전라북도, 정읍시, 35040, 52.1, 100251
전라북도, 남원시, 35050, 51.5, 74762
전라북도, 김제시, 35060, 51.5, 75151
전라북도, 완주군, 35510, 51.8, 90336
전라북도, 진안군, 35520, 50.5, 22217
전라북도, 무주군, 35530, 51.3, 21907
전라북도, 장수군, 35540, 50.1, 19784
전라북도, 임실군, 35550, 51.1, 24469
전라북도, 순창군, 35560, 51.1, 24879
전라북도, 고창군, 35570, 50.5, 49615
전라북도, 부안군, 35580, 51, 46348
전라남도, 목포시, 36010, 52.3, 215151
전라남도, 여수시, 36020, 51.8, 260272
전라남도, 순천시, 36030, 52.3, 268639
전라남도, 나주시, 36040, 51.8, 110894
전라남도, 광양시, 36060, 50.8, 140890
전라남도, 담양군, 36510, 51.3, 42204
전라남도, 곡성군, 36520, 50.9, 26045
전라남도, 구례군, 36530, 50.8, 23137
전라남도, 고흥군, 36550, 52.1, 57265
전라남도, 보성군, 36560, 51.8, 36177
전라남도, 화순군, 36570, 51, 58512
전라남도, 장흥군, 36580, 51.6, 33331
전라남도, 강진군, 36590, 50.3, 31181
전라남도, 해남군, 36600, 51, 61017
전라남도, 영암군, 36610, 50.8, 49873
전라남도, 무안군, 36620, 50.5, 87398
전라남도, 함평군, 36630, 50.5, 28347
전라남도, 영광군, 36640, 50.8, 47450
전라남도, 장성군, 36650, 51, 38892
전라남도, 완도군, 36660, 51.4, 44196
전라남도, 진도군, 36670, 50.5, 27028
전라남도, 신안군, 36680, 50.3, 32805
경상북도, 포항시 남구, 37011, 51.8, 222329
경상북도, 포항시 북구, 37012, 51.5, 266727
경상북도, 경주시, 37020, 52, 243504
경상북도, 김천시, 37030, 51.5, 133932
경상북도, 안동시, 37040, 51.8, 155190
경상북도, 구미시, 37050, 51.1, 404531
경상북도, 영주시, 37060, 52, 100536
경상북도, 영천시, 37070, 51.3, 95379
경상북도, 상주시, 37080, 51.6, 91809
경상북도, 문경시, 37090, 51.8, 66224
경상북도, 경산시, 37100, 51.5, 277272
경상북도, 군위군, 37510, 50.1, 20620
경상북도, 의성군, 37520, 51, 47109
경상북도, 청송군, 37530, 50.8, 22883
경상북도, 영양군, 37540, 50.6, 15140
경상북도, 영덕군, 37550, 50.8, 32529
경상북도, 청도군, 37560, 50.8, 38543
경상북도, 고령군, 37570, 49.8, 28258
경상북도, 성주군, 37580, 51, 38628
경상북도, 칠곡군, 37590, 51.1, 109143
경상북도, 예천군, 37600, 51.3, 53172
경상북도, 봉화군, 37610, 51.3, 28541
경상북도, 울진군, 37620, 50.3, 44292
경상북도, 울릉군, 37630, 48.5, 7877
경상남도, 진주시, 38030, 52.3, 344476
경상남도, 통영시, 38050, 50, 119061
경상남도, 사천시, 38060, 51.3, 104810
경상남도, 김해시, 38070, 52, 519410
경상남도, 밀양시, 38080, 50.8, 97594
경상남도, 거제시, 38090, 51.5, 232409
경상남도, 양산시, 38100, 51.6, 342041
경상남도, 창원시 의창구, 38111, 51.1, 211307
경상남도, 창원시 성산구, 38112, 50.6, 243112
경상남도, 창원시 마산합포구, 38113, 51.6, 176267
경상남도, 창원시 마산회원구, 38114, 51.3, 182531
경상남도, 창원시 진해구, 38115, 50.3, 186508
경상남도, 의령군, 38510, 50.3, 24250
경상남도, 함안군, 38520, 50, 58890
경상남도, 창녕군, 38530, 50.5, 56104
경상남도, 고성군, 38540, 50.5, 47004
경상남도, 남해군, 38550, 50.3, 39647
경상남도, 하동군, 38560, 50.9, 39267
경상남도, 산청군, 38570, 51.3, 32094
경상남도, 함양군, 38580, 50.5, 35782
경상남도, 거창군, 38590, 51.5, 58117
경상남도, 합천군, 38600, 51, 39698
제주특별자치도, 제주시, 39010, 52.5, 472982
제주특별자치도, 서귀포시, 39020, 52.6, 169671
